Item Number – 8 digit,NDC Number,Size Qty,Retail Pack Quantity,AWP Price,Acquisition Price,Retail Price,WAC Price,Contract Flag,Generic Name,Form,Name,Size,%,MCG,M,IU,MEQ,UN,HR,MMOL,BP,CAL,USP,MU,Total_MG,Total_ML,Total_MM
10148352,62991218503,100     ,1,249000,30800,0,30800,N,ursodiol,MISCELL POWDER 100 %,URSODIOL USP PWD,100 GM DS,,,,,,,,,,,,,100000.0,,
10148249,62991302001,100     ,1,9100,2900,0,2900,N,niacin,MISCELL POWDER,NIACIN USP PWD,100 GM DS,,,,,,,,,,,,,100000.0,,
10148247,62991302002,500     ,1,45500,8100,0,8100,N,niacin,MISCELL POWDER,NIACIN USP PWD,500 GM DS,,,,,,,,,,,,,500000.0,,
10148353,62991140801,5       ,1,98147,10300,0,10300,N,methadone,HCl MISCELL POWDER 1,METHADONE HCL USP PWD,5 GM DS,,,,,,,,,,,,,5000.0,,
10148241,62991206702,100     ,1,105000,6600,0,6600,N,tetracaine,HCl MISCELL POWDER,TETRACAINE HCL USP PWD,100 GM,,,,,,,,,,,,,100000.0,,
10025368,00409427501,25X50   ,1,14212,10316,0,11843,C,lidocaine,HCl INJECTION VIAL 5,LIDOCAINE HCL,0.5% MDV 25X50 M,0.5,,50.0,,,,,,,,,,,,
10148355,62991140502,0.5     ,1,292000,42800,0,42800,N,fentanyl citrate,MISCELL POWDE,FENTANYL CITRATE PWD,500 MG DS,,,,,,,,,,,,,500.0,,
10025369,00409427601,25X20   ,1,4757,3347,0,3964,C,lidocaine,HCl INJECTION VIAL 1,LIDOCAINE HCL,1% MDV 25X20 ML,1.0,,,,,,,,,,,,,20.0,
10148362,49884025111,30      ,1,43446,29716,0,32184,N,olanzapine/fluoxetine,HCl ORAL,OLANZAPINE-FLUOXETINE,6-50 MG,,,,,,,,,,,,,50.0,,
10148358,49884025311,30      ,1,65476,44784,0,48504,N,olanzapine/fluoxetine,HCl ORAL,OLANZAPINE-FLUOXETINE,12-50 MG,,,,,,,,,,,,,50.0,,
10025371,00409427701,25X20   ,1,7012,4686,0,5843,C,lidocaine,HCl INJECTION VIAL 2,LIDOCAINE HCL,2% MDV 25X20 ML,2.0,,,,,,,,,,,,,20.0,
10148296,56151146304,50      ,1,3120,626,939,569,N,blood sugar diagnostic,MISCELL,GNP TRUEMETRIX TEST STRIP,50CT,,,,,,,,,,,,,,,
10148322,47335093144,10      ,1,10200,3583,0,8500,C,vecuronium bromide,INTRAVEN VI,VECURONIUM BROMIDE,10 MG VL 10,,,,,,,,,,,,,10.0,,
10025374,00409427702,25X50   ,1,12570,9145,0,10475,C,lidocaine,HCl INJECTION VIAL 2,LIDOCAINE HCL,2% MDV 25X50 ML,2.0,,,,,,,,,,,,,50.0,
10148346,68084084701,100     ,1,6000,2654,0,5000,C,hydroxyzine pamoate,ORAL CAPSU,HYDROXYZINE PAMOATE,25 MG CAP,,,,,,,,,,,,,25.0,,
10148345,50268010213,30      ,1,7912,3369,0,5443,C,balsalazide disodium,ORAL CAPS,BALSALAZIDE DISODIUM,750 MG CA,,,,,,,,,,,,,750.0,,
10148275,60631042530,30      ,1,26605,20266,0,22171,C,azilsartan med/chlorthalidone ,,EDARBYCLOR,40MG/25MG TAB 30,,,,,,,,,,,,,40.0,,
10148335,55513019201,0.6     ,1,770159,414950,0,641799,C,pegfilgrastim,SUBCUT SYR W/ IN,NEULASTA ONPRO KIT,6 MG PFS 0.,,,,,,,,,,,,,6.0,,
10148288,00187204690,90      ,1,43405,33397,0,36171,N,diltiazem,HCl ORAL TAB ER 24H,CARDIZEM LA,180 MG ER TAB 90,,,,,,,,,,,,,180.0,,
10148289,00187212010,100     ,1,2552016,1963564,0,2126680,N,trientine,HCl ORAL CAPSULE 250,SYPRINE,250MG CAP 100,,,,,,,,,,,,,250.0,,
10025375,00409427801,25X50   ,1,12962,9095,0,10802,C,lidocaine,HCl/PF INJECTION VIA,LIDOCAINE HCL PF,0.5% SDV 25X5,0.5,,,,,,,,,,,,,,
10148380,50268057315,50      ,1,18297,2885,0,5229,C,montelukast sodium,ORAL TAB CH,MONTELUKAST SOD,4 MG CHW TAB 5,,,,,,,,,,,,,4.0,,
10148229,50268057415,50      ,1,20532,2572,0,4699,C,montelukast sodium,ORAL TAB CH,MONTELUKAST SOD,5 MG CHW TAB 5,,,,,,,,,,,,,5.0,,
10025379,00409427902,25X30   ,1,9823,6556,0,8186,C,lidocaine,HCl/PF INJECTION VIA,LIDOCAINE HCL PF,1% SDV 25X30,1.0,,,,,,,,,,,,,,
10025386,00409428201,25X2    ,1,6398,2216,0,5332,C,lidocaine,HCl/PF INJECTION AMP,LIDOCAINE HCL PF,2% AMP 25X2 M,2.0,,2.0,,,,,,,,,,,,
10025387,00409428202,25X10   ,1,12763,5956,0,10636,C,lidocaine,HCl/PF INJECTION AMP,LIDOCAINE HCL PF,2% AMP 25X10,2.0,,,,,,,,,,,,,,
10025389,00409428301,25X5    ,1,14504,7848,0,12087,C,lidocaine,HCl/PF INJECTION AMP,LIDOCAINE HCL PF,4% AMP 25X5 M,4.0,,5.0,,,,,,,,,,,,
10148326,51672403703,1000    ,1,145740,4493,0,16000,C,enalapril maleate,ORAL TABLET,ENALAPRIL MALEATE,2.5 MG TAB 1,,,,,,,,,,,,,2.5,,
10025398,00378336099,4       ,1,9283,5490,0,7426,C,estradiol,TRANSDERM PATCH TDWK,ESTRADIOL,0.0375 MG-DAY TRN PA,,,,,,,,,,,,,0.0375,,
10148279,38779001704,25      ,1,534375,31230,0,31230,N,betamethasone dipropionate,MIS,BETAMETHASONE,17 21DP USP MICRO,,,,,,,,,,,,,,,
10148426,38779108005,100     ,1,13540,1260,0,1260,N,calcium citrate,MISCELL POWDER,CALCIUM CITRATE USP PWD,100 GM,,,,,,,,,,,,,100000.0,,
10148427,38779202102,5000    ,1,76000,5748,8622,5748,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,3 RED/RED 5,,,,,,,,,,,,,,,
10148428,38779112602,5000    ,1,76000,5748,8622,5748,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,4 BLACK/GRE,,,,,,,,,,,,,,,
10148424,38779111309,1000    ,1,15200,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP#,1 ORANGE/ORA,,,,,,,,,,,,,,,
10148278,38779021904,25      ,1,420138,111330,0,111330,N,ergotamine tartrate,MISCELL PO,ERGOTAMINE TARTRATE USP PWD,25,,,,,,,,,,,,,,,
10148425,38779076706,1       ,1,70538,11970,0,11970,N,naloxone,HCl MISCELL POWDER,NALOXONE HCL USP (DIHYDRATE) P,,,,,,,,,,,,,,,,
10148421,38779234908,473     ,1,4730,3581,5372,3581,N,compound veh.susp sugar-free 1,,ORA-BLEND SF LIQ,473 ML DS,,,,,,,,,,,,,,473.0,
10148423,38779155108,500     ,1,116400,4318,6477,4318,N,propylparaben,MISCELL CRYSTALS,PROPYLPARABEN NF PWD,500 GM DS,,,,,,,,,,,,,500000.0,,
10148457,87651076009,40      ,1,1268,590,885,634,C,cranberry fruit concentrate,OR,AZO CRANBERRY GUMMIES,40CT,,,,,,,,,,,,,,,
10025420,00469060773,100     ,1,41849,33654,0,34874,N,tacrolimus,ORAL CAPSULE 0.5 MG,PROGRAF,0.5 MG CAP100,,,,,,,,,,,,,0.5,,
10025422,00469061773,100     ,1,83698,67307,0,69748,N,tacrolimus,ORAL CAPSULE 1 MG,PROGRAF,1 MG CAP 100,,,,,,,,,,,,,1.0,,
10025425,00469065773,100     ,1,418488,336535,0,348740,N,tacrolimus,ORAL CAPSULE 5 MG,PROGRAF,5 MG CAP 100,,,,,,,,,,,,,5.0,,
10025428,00173067502,24      ,1,19776,15216,0,16480,N,atovaquone/proguanil,HCl ORAL,MALARONE,250/ 100MG TAB 24 UD,,,,,,,,,,,,,100.0,,
10148482,68084077601,100     ,1,17620,1237,0,2250,C,divalproex sodium,ORAL TABLET,DIVALPROEX SOD DR,250 MG TAB 1,,,,,,,,,,,,,250.0,,
10148488,68084094732,20      ,1,10588,7271,0,8824,C,quinine sulfate,ORAL CAPSULE 3,QUININE SULF,324 MG CAP 20 UD,,,,,,,,,,,,,324.0,,
10148494,00485015130,30      ,1,17638,13028,0,14110,N,methenam/sod phos/mblue/hyoscy,,UROGESIC BLUE TAB,30,,,,,,,,,,,,,,,
10148484,65862019801,100     ,1,5324,462,0,500,N,gabapentin,ORAL CAPSULE 100 MG,GABAPENTIN,100 MG CAP 100,,,,,,,,,,,,,100.0,,
10148492,65862019899,1000    ,1,53240,4617,0,5000,N,gabapentin,ORAL CAPSULE 100 MG,GABAPENTIN,100 MG CAP 1000,,,,,,,,,,,,,100.0,,
10148485,31722053705,500     ,1,175713,15159,0,16418,N,levetiracetam,ORAL TABLET 500,LEVETIRACETAM,500 MG TAB 500,,,,,,,,,,,,,500.0,,
10148442,67979051143,3       ,1,215654,179712,0,179712,N,testosterone undecanoate,INTRA,AVEED,750MG/3ML SDV DS,,,,,,,,,,,,,750.0,3.0,
10148413,68084084101,100     ,1,12565,7294,0,10920,C,hydrocodone/ibuprofen,ORAL TAB,HYDROCODONE&IBU,7.5/200MG 100,,,,,,,,,,,,,200.0,,
10025439,00409121901,25X10   ,1,356220,26776,0,296850,C,naloxone,HCl INJECTION VIAL 0.,NALOXONE FT,0.4 MG/ML VL 25X10,,,,,,,,,,,,,0.4,,
10148503,38779259508,500     ,1,218400,9247,13871,9247,N,cellulose/silic/mann/mag stea ,,CAPSUBLEND-H PWD,500 GM DS,,,,,,,,,,,,,500000.0,,
10148437,38779270909,1000    ,1,15200,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,0 GRN/CLR C,,,,,,,,,,,,,,,
10148502,38779271509,1000    ,1,15200,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,1 D GRN/D G,,,,,,,,,,,,,,,
10148509,38779272509,1000    ,1,14300,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,1 RED/WHITE,,,,,,,,,,,,,,,
10148516,38779262009,1000    ,1,3040000,68550,102825,68550,N,cetyl myristoleate,MISCELL WAX,CETYL MYRISTOLEATE,40% WAX PWD,40.0,,,,,,,,,,,,,,
10025442,00409471302,25X5    ,1,5124,2170,0,4270,C,lidocaine,HCl/PF INJECTION AMP,LIDOCAINE HCL PF,1% AMP 25X5 M,1.0,,5.0,,,,,,,,,,,,
10148505,38779254506,1       ,1,13699,2970,0,2970,N,mupirocin,MISCELL POWDER 100 %,MUPIROCIN USP PWD,1 GM DS,,,,,,,,,,,,,1000.0,,
10148506,38779093707,454     ,1,35367,6740,10110,6740,N,mineral oil/petrolatm/emul wax,,OINTMENT BASE (EMULSIFYING) PW,,,,,,,,,,,,,,,,
10148514,38779004307,25000   ,1,30875000,825000,0,825000,N,"progesterone, micronized",MISCE,PROGESTERONE USP (MICRO) PWD,2,,,,,,,,,,,,,,,
10148504,38779286309,1000    ,1,77775000,151020,0,151020,N,resveratrol,MISCELL POWDER >98,RESVERATROL,98% PWD 1000 GM DS,98.0,,,,,,,,,,,,1000000.0,,
10148524,51672403803,1000    ,1,185131,4806,0,21000,C,enalapril maleate,ORAL TABLET,ENALAPRIL MAL,5 MG TAB 1000,,,,,,,,,,,,,5.0,,
10148527,45802014303,1       ,1,615,314,471,314,N,neomycin/bacitracin/polymyxin,B,TRIPLE ANTIBIOTIC OINTMENT,1 O,,,,,,,,,,,,,,,
10025450,00409488750,25X50   ,1,7270,4207,0,6058,C,"water for injection,sterile",IN,STERILE WATER FOR INJ SDV,25X5,,,,,,,,,,,,,,,
10148449,16500056164,150     ,1,1020,935,1403,850,N,"multivit,calc,mins/folic acid ",,ONE-A-DAY PROACTIVE,65+ TABLET,,,,,,,,,,,,,,,
10148575,38779176406,1       ,1,152498,10710,0,10710,N,apomorphine,HCl MISCELL POWDER,APOMORPHINE HYDROCHLORIDE PWD ,,,,,,,,,,,,,,,,
10148574,38779036401,10      ,1,277894,25020,0,25020,N,beclomethasone dipropionate,MI,BECLOMETHASONE DIPROPIONATE PW,,,,,,,,,,,,,,,,
10148573,38779183408,500     ,1,42300,3264,4896,3264,N,beeswax,MISCELL WAX 100 %,BEES WAX NF (WHITE WAX) PWD,50,,,,,,,,,,,,,,,
10148572,38779039509,1000    ,1,4633200,202950,0,202950,N,cyclobenzaprine,HCl MISCELL PO,CYCLOBENZAPRINE HCL PWD,1000 G,,,,,,,,,,,,,1000000.0,,
10148576,38779176603,5       ,1,74813,5040,0,5040,N,meperidine,HCl MISCELL POWDER,MEPERIDINE HCL USP PWD,5 GM DS,,,,,,,,,,,,,5000.0,,
10148571,38779016408,500     ,1,3547800,104310,0,104310,N,"testosterone cypionate, micro ",,TESTOSTERONE CYPIONATE USP PWD,,,,,,,,,,,,,,,,
10148479,38779088308,500     ,1,106900,7954,11931,7954,N,tyrosine,MISCELL POWDER,TYROSINE (L) USP PWD,500 GM DS,,,,,,,,,,,,,500000.0,,
10148478,38779169304,25      ,1,16923,2585,3878,2585,N,vitamin,E acid succinate MISCE,VITAMIN E SUCCINATE PWD,25 GM,,,,,,,,,,,,,25000.0,,
10025469,17191000724,10      ,1,0,71887,107831,90612,C,"medical supply, miscellaneous ",,COMPOUNDER VLVE EM,2400 SET 10,,,,,,,,,,,,,,,
10025471,51672206200,21      ,1,1060,447,671,714,C,clotrimazole,VAGINAL CREAM/APP,CLOTRIMAZOLE,2% CREAM 3 DAY 21,2.0,,,,,,,,,,,,,,
10025472,17191000176,25      ,1,0,13739,20609,17303,C,syringe accessory,MISCELL EACH,TPN INLET SYG,25,,,,,,,,,,,,,,,
10025473,17191000173,25      ,1,0,13739,20609,17303,C,"intravenous admin set,non-vent",,TPN INLET NON VNTD HI/VOL,25,,,,,,,,,,,,,,,
10025475,17191000174,25      ,1,0,13739,20609,17303,C,"intravenous admin set,non-vent",,TPN INLET VNTD,25,,,,,,,,,,,,,,,
10025476,17191000175,25      ,1,0,13739,20609,17303,C,"medical supply, miscellaneous ",,TPN INLET MICR VOL,25,,,,,,,,,,,,,,,
10025481,00713052612,12      ,1,21246,5554,0,11697,C,promethazine,HCl RECTAL SUPP.R,PROMETHEGAN,25 MG SUP 12,,,,,,,,,,,,,25.0,,
10025484,49884022201,100     ,1,33277,6094,0,7672,C,doxepin,HCl ORAL CAPSULE 150 M,DOXEPIN HCL,150 MG CAP 100,,,,,,,,,,,,,150.0,,
10025487,46287001430,10X30   ,1,7420,3202,0,5300,C,citric acid/sodium citrate,ORA,ORACIT SOL,10X30 ML UD,,,,,,,,,,,,,,30.0,
10025492,51079097920,100     ,1,8812,2975,0,4000,C,spironolactone,ORAL TABLET 50,SPIRONOLACTONE,50 MG TAB 100 U,,,,,,,,,,,,,50.0,,
10148623,76439035890,90      ,1,26663,17227,0,18658,N,levomefolate calcium,ORAL TABL,L-METHYLFOLATE CALCIUM,15MG 90,,,,,,,,,,,,,15.0,,
10025509,08884732300,144     ,1,11389,10647,15971,10647,N,catheter,"MISCELL EACH 1""",CATH EXT URI DS DRAN STD,144,,,,,,,,,,,,,,,
10148621,76439035990,90      ,1,26663,17227,0,18658,N,levomefolate calcium,ORAL TABL,L-METHYLFOLATE CALCIUM,7.5MG 9,,,,,,,,,,,,,7.5,,
10025513,00378336199,4       ,1,9283,3763,0,7426,C,estradiol,TRANSDERM PATCH TDWK,ESTRADIOL,0.06 MG/DAY TRN PAT,,,,,,,,,,,,,0.06,,
10148625,00078063997,        ,1,830911,668192,0,692426,N,secukinumab,SUBCUT SYRINGE 150,COSENTYX SYRINGE,150MG/ML,,,,,,,,,,,,,150.0,,
10148624,00078063968,        ,1,830911,639317,0,692426,N,secukinumab,SUBCUT PEN INJCTR,COSENTYX SYG,150MG/ML SENSOREA,,,,,,,,,,,,,150.0,,
10148626,00078063998,2       ,1,830911,668192,0,692426,N,secukinumab,SUBCUT SYRINGE 150,COSENTYX PFS,150MG/ML 2,,,,,,,,,,,,,150.0,,
10148627,00078063941,2       ,1,830911,639317,0,692426,N,secukinumab,SUBCUT PEN INJCTR,COSENTYX SYG,150MG/ML 2 SENSOR,,,,,,,,,,,,,150.0,,
10148660,66758017010,1000    ,1,59595,26991,0,47676,C,potassium chloride,ORAL TAB ER,KLOR CON,10MEQ 750MG TAB 1000,,,,,10.0,,,,,,,,750.0,,
10148681,38779710802,100     ,1,28485,8135,12203,8135,N,adapter cap for bottle,MISCELL,MEDISCA ADAPTER CAP-WHITE C,22,,,,,,,,,,,,,,,
10148686,38779748401,96      ,1,135198,29826,44739,29826,N,"container,empty",MISCELL EACH 3,SERUM BTL AMBER GLASS,30ML VL,,,,,,,,,,,,,,30.0,
10148685,38779004905,100     ,1,50900,3600,0,3600,N,"sulfacetamide sod,monohydrate ",,SULFACETAMIDE SODIUM USP PWD,1,,,,,,,,,,,,,,,
10025537,42023010405,5       ,1,41329,29491,0,34441,C,"tuberculin,purif.prot.deriv.",I,APLISOL,5TU 50TEST VL 5 ML,,,,,,,,,,,,,,5.0,
10025539,42023010401,1       ,1,10660,7495,0,8883,C,"tuberculin,purif.prot.deriv.",I,APLISOL,5TU 10TEST VL 1 ML,,,,,,,,,,,,,,1.0,
10148701,00378912598,5       ,1,32657,17028,0,21227,C,fentanyl,TRANSDERM PATCH TD72,FENTANYL TRANSDERMAL,37.5MCG/H,,37.5,,,,,,,,,,,,,
10148704,00378912698,5       ,1,47453,28479,0,30844,N,fentanyl,TRANSDERM PATCH TD72,FENTANYL,62.5 MCG/HR TRNSD SYS,,62.5,,,,,,,,,,,,,
10148703,00378912798,5       ,1,64608,34362,0,41995,C,fentanyl,TRANSDERM PATCH TD72,FENTANYL TRANSDERMAL,87.5MCG/H,,87.5,,,,,,,,,,,,,
10025541,00573059510,14      ,1,0,667,1001,606,N,salicylic acid,TOPICAL ADH. PA,COMPOUND W ONE STEP PAD,14CT,,,,,,,,,,,,,,,
10025545,50419045104,4       ,1,9156,7045,0,7630,N,estradiol,TRANSDERM PATCH TDWK,CLIMARA,0.05 MG/DAY PAT 4,,,,,,,,,,,,,0.05,,
10148565,51285012797,5X21    ,1,109032,83892,0,90860,N,norethindrone ac-eth estradiol,,LOESTRIN,1.5MG/30MCG TAB 5X21,,30.0,,,,,,,,,,,1.5,,
10148674,51285013197,5X21    ,1,109032,83892,0,90860,N,norethindrone ac-eth estradiol,,LOESTRIN,1MG/20MCG TAB 5X21,,20.0,,,,,,,,,,,1.0,,
10148673,51285012870,5X28    ,1,109032,83892,0,90860,N,norethindrone-e.estradiol-iron,,LOESTRIN FE,1.5MG/30MCG TAB 5X,,30.0,,,,,,,,,,,1.5,,
10148616,51285012570,5X28    ,1,109032,83892,0,90860,N,norethindrone-e.estradiol-iron,,LOESTRIN,1MG/20MCG TAB BP 5X28,,20.0,,,,,,,,,,,1.0,,
10148717,60505296607,120     ,1,109650,5659,0,52632,C,mycophenolate sodium,ORAL TABL,MYCOPHENOLIC ACID,360MG DR TAB,,,,,,,,,,,,,360.0,,
10148721,38779004908,500     ,1,254500,12420,0,12420,N,"sulfacetamide sod,monohydrate ",,SULFACETAMIDE SODIUM USP PWD,5,,,,,,,,,,,,,,,
10148723,38779275508,500     ,1,44550,3870,0,3870,N,chlorhexidine gluconate,MISCEL,CHLORHEXIDINE GLUCON USP(,20%)S,20.0,,,,,,,,,,,,,,
10148718,38779071905,100     ,1,399480,83160,0,83160,N,5hydroxytryptophan(oxitriptan),,OXYTRIPTAN (L-,5-HYDROXYTR) PWD,,,,,,,,,,,,,,,
10025557,60793021720,        ,1,34135,15155,0,28446,C,thrombin (bovine),TOPICAL VIAL,THROMBIN JMI,20 MU KIT,,,,,,,,,,,,20.0,,,
10148732,65862001305,500     ,1,142415,2376,0,4275,C,sertraline,HCl ORAL TABLET 100,SERTRALINE HCL,100MG 500 TABS,,,,,,,,,,,,,100.0,,
10025560,60793021505,        ,1,8656,3843,0,7213,C,thrombin (bovine),TOPICAL VIAL,THROMBIN JMI,5000 IU KIT,,,,5000.0,,,,,,,,,,,
10148734,65862001105,500     ,1,142415,3948,0,4275,N,sertraline,HCl ORAL TABLET 25,SERTRALINE HCL,25MG 500 TABS,,,,,,,,,,,,,25.0,,
10148733,65862001205,500     ,1,142415,2367,0,4275,C,sertraline,HCl ORAL TABLET 50,SERTRALINE HCL,50MG 500 TABS,,,,,,,,,,,,,50.0,,
10148675,00430054050,5X28    ,1,106576,84373,0,88813,N,norethindrone-e.estradiol-iron,,MINASTRIN,24 FE 1MG-20MCG CHW,,20.0,,,,,,,,,,,1.0,,
10025563,00409318101,5X30    ,1,5556,4014,0,4630,C,lidocaine,HCl/epinephrine/PF I,LIDOCAINE-EPINEPHRINE,1.5% SDV,1.5,,,,,,,,,,,,,,
10148617,45802014301,0.5     ,1,425,220,330,220,N,neomycin/bacitracin/polymyxin,B,TRIPLE ANTIBIOTIC OINTMENT,0.5,,,,,,,,,,,,,,,
10148709,69097015807,100     ,1,31684,370,0,400,N,meloxicam,ORAL TABLET 7.5 MG,MELOXICAM,7.5 MG TAB 100,,,,,,,,,,,,,7.5,,
10148707,69097015815,1000    ,1,316840,3472,0,3760,N,meloxicam,ORAL TABLET 7.5 MG,MELOXICAM,7.5 MG TAB 1000,,,,,,,,,,,,,7.5,,
10148708,69097015907,100     ,1,48444,462,0,500,N,meloxicam,ORAL TABLET 15 MG,MELOXICAM,15 MG TAB 100,,,,,,,,,,,,,15.0,,
10148752,69097015912,500     ,1,242220,2240,0,2425,N,meloxicam,ORAL TABLET 15 MG,MELOXICAM,15 MG TAB 500,,,,,,,,,,,,,15.0,,
10148751,69097015915,1000    ,1,484440,4340,0,4700,N,meloxicam,ORAL TABLET 15 MG,MELOXICAM,15 MG TAB 1000,,,,,,,,,,,,,15.0,,
10025567,00378700493,30      ,1,8921,566,0,612,N,paroxetine,HCl ORAL TABLET 40,PAROXETINE,40 MG TAB 30,,,,,,,,,,,,,40.0,,
10025568,00409318301,5X20    ,1,3028,2139,0,2523,C,lidocaine,HCl/epinephrine/PF I,LIDOCAINE-EPINEPH,2%-1:200K SD,2.0,,,,,,,,,,,,,,
10025569,00378700410,1000    ,1,297367,18520,0,20058,N,paroxetine,HCl ORAL TABLET 40,PAROXETINE,40 MG TAB 1000,,,,,,,,,,,,,40.0,,
10025574,64764015104,30      ,1,46628,35877,0,38857,N,pioglitazone,HCl ORAL TABLET 1,ACTOS,15 MG TAB 30,,,,,,,,,,,,,15.0,,
10148790,57844011701,100     ,1,117624,90502,0,98020,N,dextroamphetamine/amphetamine ,,ADDERALL,7.5MG TAB 100,,,,,,,,,,,,,7.5,,
10025577,79854033100,1.75    ,1,546,516,774,469,N,vitamin,E acet./safflower oil,VIT E OIL,24000IU 1.75OZ NAT B,,,,24000.0,,,,,,,,,49611.625,,
10148585,00024586903,3X1.5   ,1,48979,16324,0,40816,C,"insulin glargine,hum.rec.anlog",,TOUJEO SOLOSTAR PEN,3X1.5ML,,,,,,,,,,,,,,1.5,
10148538,63323041310,10X10   ,1,32400,24930,0,27000,N,neostigmine methylsulfate,INTR,NEOSTIGMINE,0.5MG/ML 10X10ML V,,,,,,,,,,,,,0.5,10.0,
10148820,63323041510,10X10   ,1,33600,25853,0,28000,N,neostigmine methylsulfate,INTR,NEOSTIGMINE,10MG MDV 10X10ML,,,,,,,,,,,,,10.0,10.0,
10148726,68094076362,30X5    ,1,45960,35363,0,38300,N,ondansetron,HCl ORAL SOLUTION,ONDANSETRON,4 MG ORAL SOL 30X5,,,,,,,,,,,,,4.0,,
10025584,00406051201,100     ,1,13687,1648,0,1784,N,oxycodone,HCl/acetaminophen OR,OXYCODONE/ACETAMINOPHEN,5/325,,,,,,,,,,,,,,,
10025586,00406051205,500     ,1,51872,8238,0,8922,N,oxycodone,HCl/acetaminophen OR,OXYCODONE/ACETAM,5/325 MG TAB,,,,,,,,,,,,,325.0,,
10148815,68382075905,500     ,1,59843,3607,0,3906,N,metformin,HCl ORAL TABLET 850,METFORMIN HCL,850 MG TAB 500,,,,,,,,,,,,,850.0,,
10148871,57237000201,100     ,1,4245,739,0,800,N,hydrochlorothiazide,ORAL CAPSU,HYDROCHLOROTHIAZIDE,12.5 MG CA,,,,,,,,,,,,,12.5,,
10148874,57237000205,500     ,1,21225,3694,0,4000,N,hydrochlorothiazide,ORAL CAPSU,HYDROCHLOROTHIAZIDE,12.5 MG CA,,,,,,,,,,,,,12.5,,
10148875,57237000299,1000    ,1,40300,6741,0,7300,N,hydrochlorothiazide,ORAL CAPSU,HYDROCHLOROTHIAZIDE,12.5 MG CA,,,,,,,,,,,,,12.5,,
10148873,27808003602,500     ,1,38510,4617,0,5000,N,hydrocodone/acetaminophen,ORAL,HYDROCODONE BIT/ACETA,7.5/325,,,,,,,,,,,,,,,
10148745,00264738550,4X2000  ,1,5832,5274,0,5274,C,"water for injection,sterile",IN,STERILE WATER,4X2000ML BAG,,,,,,,,,,,,,,2000.0,
10148744,00264738560,4X3000  ,1,6259,6042,0,6042,C,"water for injection,sterile",IN,STERILE WATER BAG,4X3000 ML,,,,,,,,,,,,,,3000.0,
10148932,66993096245,45      ,1,31957,12732,0,13789,N,metronidazole,TOPICAL GEL (GRA,METRONIDAZOLE TOPICAL GEL,0.75,,,,,,,,,,,,,,,
10148789,66993047860,60      ,1,96560,64911,0,70303,N,lamivudine,ORAL TABLET 100 MG,LAMIVUDINE,100MG 60 TABS,,,,,,,,,,,,,100.0,,
10148787,65197027516,16      ,1,0,486,729,441,N,meclizine,HCl ORAL TAB CHEW 25,BONINE,25MG CHEW TABLET 16CT,,,,,,,,,,,,,25.0,,
10148982,69097015305,90      ,1,63642,6759,0,7320,N,valacyclovir,HCl ORAL TABLET 5,VALACYCLOVIR,500MG 90 TABS,,,,,,,,,,,,,500.0,,
10148980,69097015312,500     ,1,354341,35668,0,38630,N,valacyclovir,HCl ORAL TABLET 5,VALACYCLOVIR,500MG 500 TABS,,,,,,,,,,,,,500.0,,
10148983,69097015402,30      ,1,37125,3592,0,3890,N,valacyclovir,HCl ORAL TABLET 1,VALACYCLOVIR,1 GM TAB 30,,,,,,,,,,,,,1000.0,,
10025631,00904548652,60      ,1,832,174,261,236,C,multivit-min/,FA/lycopen/lutein,MULTIVIT SR CERTA-VITE TABLET ,,,,,,,,,,,,,,,,
10025632,00025194250,50      ,1,36911,28400,0,30759,N,metronidazole,ORAL CAPSULE 375,FLAGYL,375 MG CAP 50,,,,,,,,,,,,,375.0,,
10148969,38779293403,5       ,1,45635,4423,6635,4423,N,betahistine,HCl MISCELL POWDER,BETAHISTINE HYDROCHLORIDE USP ,,,,,,,,,,,,,,,,
10148883,38779271309,1000    ,1,14300,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,1 LGHTBLUE/,,,,,,,,,,,,,,1000.0,
10025634,00409361301,10X2    ,1,3109,1921,0,2591,C,bupivacaine,HCl in dextrose/PF,BUPIVACAINE SPINAL,15 MG AMP 1,,,,,,,,,,,,,15.0,,
10148960,38779272609,1000    ,1,14300,1301,1952,1301,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP #,1 YELLOW/YE,,,,,,,,,,,,,,,
10148961,38779272802,5000    ,1,71500,5748,8622,5748,N,gelatin capsules (empty),ORAL,CAPSULE CONI-SNAP#,3MINTGRN/MIN,,,3.0,,,,,,,,,,,,
10148970,38779797701,25      ,1,30798,8351,12527,8351,N,topical cream metered-dose dev,,DISP MEGAPUMP A/L,15ML0.3ML RND,,,,,,,,,,,,,,15.0,
10148966,38779004904,25      ,1,12725,2340,0,2340,N,"sulfacetamide sod,monohydrate ",,SULFACETAMIDE SODIUM USP PWD,2,,,,,,,,,,,,,,,
